2022-02-28 06:35:27,"b'Gw kadang mikir, suatu saat kalo gw sukses dan bisa ajdi tokoh politik, apa aib"" Gw d twitter kek jb"" Dsb. Bakal ada yg nge up? Soalnya salah komen di fanbase aja kadang d serang SJW terus di doxing"" Gitu wkwkw'"
2022-02-28 06:35:25,"b'RT @karmenlunarx: Kalau cari pasangan, carilah yang boleh ajak sembang topik bertukar pandangan.\n\nSekufu in all level - ideologi, pegangan\xe2\x80\xa6'"
2022-02-28 06:35:21,"b'RT @karmenlunarx: Kalau cari pasangan, carilah yang boleh ajak sembang topik bertukar pandangan.\n\nSekufu in all level - ideologi, pegangan\xe2\x80\xa6'"
2022-02-28 06:35:18,b'RT @dapmalaysia: Adakah sabotaj calon DAP (Harapan) jadi budaya politik parti lawan? \n\nSemua calon ada hak untuk berkempen &amp; penting untuk\xe2\x80\xa6'
2022-02-28 06:35:17,"b'RT @panca1945: Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat bahwa kepemimpinan nasional pasca Presiden Jokowi harus bisa se\xe2\x80\xa6'"
2022-02-28 06:35:04,"b'RT @karmenlunarx: Kalau cari pasangan, carilah yang boleh ajak sembang topik bertukar pandangan.\n\nSekufu in all level - ideologi, pegangan\xe2\x80\xa6'"
2022-02-28 06:35:03,"b'Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat bahwa kepemimpinan nasional pasca Presiden Jokowi harus bisa seimbang dengan apa yang telah Jokowi lakukan untuk negara ini.\n\n@erickthohir\n#DenganETMerdekaBerdaulat\nhttps://t.co/DpN0cemLMh'"
2022-02-28 06:35:01,"b'RT @p3juangNKRI: Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat, salah satu menteri Jokowi yg dekat dgn rakyat adalah Erick T\xe2\x80\xa6'"
2022-02-28 06:34:56,b'RT @tempodotco: Muhammadiyah Minta Elite Politik Akhiri Wacana Penundaan Pemilu 2024 https://t.co/IYEaGmE9Ye #TempoNasional'
2022-02-28 06:34:55,b'@YahyaCStaquf Regenerasi dalam kepemimpinan politik harus terus di jaga.  Masalah ada kekurangan dalam beberapa persoalan musibah dan dinamika politik bangsa  itu lain soal yg perlu di perbaik dengan serius .'
2022-02-28 06:34:50,"b""RT @muhammadiyah: Menanggapi wacana penundaan pemilu, Sekretaris Umum PP Muhammadiyah Abdul Mu'ti mengajak para elit politik bersikap arif\xe2\x80\xa6"""
2022-02-28 06:34:46,"b'RT @karmenlunarx: Kalau cari pasangan, carilah yang boleh ajak sembang topik bertukar pandangan.\n\nSekufu in all level - ideologi, pegangan\xe2\x80\xa6'"
2022-02-28 06:34:38,"b'RT @p3juangNKRI: Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat, salah satu menteri Jokowi yg dekat dgn rakyat adalah Erick T\xe2\x80\xa6'"
2022-02-28 06:34:36,"b'RT @p3juangNKRI: Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat, salah satu menteri Jokowi yg dekat dgn rakyat adalah Erick T\xe2\x80\xa6'"
2022-02-28 06:34:30,"b'RT @p3juangNKRI: Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat, salah satu menteri Jokowi yg dekat dgn rakyat adalah Erick T\xe2\x80\xa6'"
2022-02-28 06:34:24,"b'RT @mazzini_gsp: Operasi Partai Tunda Pemilu\nKong-kalikong partai koalisi pemerintah berusaha menunda pemilu. Jika manuver ini berhasil, ot\xe2\x80\xa6'"
2022-02-28 06:34:22,"b'RT @p3juangNKRI: Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat, salah satu menteri Jokowi yg dekat dgn rakyat adalah Erick T\xe2\x80\xa6'"
2022-02-28 06:34:20,"b'@siberinfoA1 @kaswantoc45 @erickthohir Waktu dan jejak digital akan menjawab, apakah nantinya Erick Tohir termasuk pemimpin politik yg kita rindukan atau hanya profesional ekonomi yg kita butuhkan, belanda masih jauh, wallahualam.'"
2022-02-28 06:34:17,"b'@detiksport Yang tidak tau masalah sebenarnya jgn asal tuduh invasi, kalau benaran invasi cara serang militer Rusia bukan tanggung2 seperti yg terjadi, kekuatan militer Rusia sgt mengerikan bisa langsung hancurkan maka yg tdk tau, jgn asal ikut fitnah semuanya politik AS Raja dunia'"
2022-02-28 06:34:12,"b'RT @p3juangNKRI: Intelektual muda NU, Ubaidillah Amin (Gus Ubaid) berpendapat, salah satu menteri Jokowi yg dekat dgn rakyat adalah Erick T\xe2\x80\xa6'"
2022-02-28 06:34:05,"b'RT @awemany: Dulu ngomongnya mau jauh"" dari politik. Lidah ngga ada tulangnya juga.'"
2022-02-28 06:33:59,"b'RT @AymanRashdanW: Buku DTT tak pernah menyifatkan US/NATO sebagai ""villain"", tak juga menyifatkan Russia sebagai ""villain"".\n\nPoint penting\xe2\x80\xa6'"
2022-02-28 06:33:59,b'RT @rmol_id: Mantan Ketua MK: Tidak Ada Alasan Moral untuk Tunda Pemilu https://t.co/slQChhqm56'
2022-02-28 06:33:54,"b'RT @karmenlunarx: Kalau cari pasangan, carilah yang boleh ajak sembang topik bertukar pandangan.\n\nSekufu in all level - ideologi, pegangan\xe2\x80\xa6'"
2022-02-28 06:33:41,b'RT @dapmalaysia: Adakah sabotaj calon DAP (Harapan) jadi budaya politik parti lawan? \n\nSemua calon ada hak untuk berkempen &amp; penting untuk\xe2\x80\xa6'
2022-02-28 06:33:33,b'@AnjingKhayangan @al_jancukiyah @sutanmangarahrp Huahahahaahahaha\nTerlalu cetek pemikiran mu sobat\n\nNo debat...   Capek ngejelasin nya\nLebih baik cari sendiri info politik luar negri'
2022-02-28 06:33:28,"b'RT @OposisiCerdas: Saat Rakyat Kesusahan, Elit Politik Bicara Penundaan Pemilu, Rizal Ramli: Ini Anomali Luar Biasa\nhttps://t.co/kwcHgkgEND'"
